,Section,Class NBR,Instructor Name,A,B,C,D,F,AU,P,NG,W,I,IP,Pending,Total,Raw,Average,Median,Mode,σ,Semester,Classes
GLG 112L,X,4197,"Lenegan,Robert J/Lexvold,Angela",21,7,0,0,0,0,0,0,0,0,0,0,28,3.75,4.0,4,0.44095855184409843,,Spring 2014,GLG 112L
GLG 112L,Y,6263,"Lenegan,Robert J/Winner,Kurt B",11,8,1,1,0,0,0,0,1,0,0,0,22,3.381,4,4,0.8047478161629565,,Spring 2014,GLG 112L
GLG 112L,Z,6265,"Lenegan,Robert J/Winner,Kurt B",14,6,0,0,1,0,0,0,1,0,0,0,22,3.524,4,4,0.9283882603225667,,Spring 2014,GLG 112L
GLG 115,1,2452,"Schwalm,Christopher R",13,9,2,0,2,0,0,0,0,0,0,0,26,3.192,3.5,4,1.132050556087696,,Spring 2014,GLG 115
GLG 190,1,2458,"Wittke,James Henry",5,5,4,3,0,0,0,0,1,0,0,0,18,2.706,3,4,1.1048023512348795,,Spring 2014,GLG 190
GLG 190L,A,2459,"Wittke,James Henry",6,7,1,0,0,0,0,0,2,0,0,0,16,3.357,3.0,3,0.6333236937766509,,Spring 2014,GLG 190L
GLG 240,1,1998,"Brumbaugh,David Scott",2,4,1,1,2,0,0,0,1,0,0,0,11,2.3,3.0,3,1.4944341180973264,,Spring 2014,GLG 240
GLG 240,2,5064,"Duebendorfer,Ernest M",2,4,4,4,1,0,0,0,1,0,0,0,16,2.133,2,3,1.1872336794093274,,Spring 2014,GLG 240
GLG 299,1,6843,"Amoroso,Lee",2,10,3,1,0,0,0,0,0,0,0,0,16,2.812,3.0,3,0.75,,Spring 2014,GLG 299
GLG 304,1,2325,"Amoroso,Lee",5,6,1,0,0,0,0,0,0,0,0,0,12,3.333,3.0,3,0.6513389472789296,,Spring 2014,GLG 304
GLG 315,1,2001,"Reid,Mary",9,17,10,2,3,0,0,0,0,0,0,0,41,2.659,3,3,1.1092735482639298,,Spring 2014,GLG 315
GLG 324,1,2003,"Theloy,Cosima",13,14,10,2,1,0,0,0,0,0,0,0,40,2.9,3.0,3,1.0076629473115577,,Spring 2014,GLG 324
GLG 350W,1,2199,"Elliott,David Kenneth",6,5,2,1,4,0,0,0,0,0,0,0,18,2.444,3.0,4,1.5801050680710416,,Spring 2014,GLG 350W
GLG 350W,2,4275,"Riggs,Nancy Rosalind",8,13,2,0,1,0,0,0,0,0,0,0,24,3.125,3.0,3,0.8998792189486611,,Spring 2014,GLG 350W
GLG 360,1,2453,"Springer,Abraham E",8,10,5,0,1,0,0,0,1,0,0,0,25,3,3.0,3,0.9780192938436515,,Spring 2014,GLG 360
GLG 440C,1,2271,"Gundersen,Melissa -/Hale,Joshua Dean/Donaghy,Erin Elizabeth/Zander,Paul David/Sample,James Clifford",2,12,5,1,0,0,0,0,0,0,0,0,20,2.75,3.0,3,0.7163503994113789,,Spring 2014,GLG 440C
GLG 101,01,2022,"Brumbaugh,David Scott",9,13,10,3,0,0,0,0,2,0,0,0,37,2.8,3,3,0.9330531792422754,,Fall 2014,GLG 101
GLG 101,02,6150,"Brumbaugh,David Scott",12,16,10,3,4,0,0,0,2,0,0,0,47,2.644,3,3,1.208973184820971,,Fall 2014,GLG 101
GLG 102,01,2023,"Amoroso,Lee",11,5,3,0,0,0,0,0,1,0,0,0,20,3.421,4,4,0.7685331969757723,,Fall 2014,GLG 102
GLG 103,A,2024,"Brumbaugh,David Scott",11,5,1,2,1,0,0,0,0,0,0,0,20,3.15,4.0,4,1.2258187382102494,,Fall 2014,GLG 103
GLG 103,B,2025,"Brumbaugh,David Scott",11,9,2,0,1,0,0,0,0,0,0,0,23,3.261,3,4,0.9637705924859461,,Fall 2014,GLG 103
GLG 103,C,4011,"Brumbaugh,David Scott",8,8,0,1,0,0,0,0,3,0,0,0,20,3.353,3,4,0.7859052479933758,,Fall 2014,GLG 103
GLG 103,D,8075,"Brumbaugh,David Scott",6,11,0,2,1,0,0,0,1,0,0,0,21,2.95,3.0,3,1.0990426455975697,,Fall 2014,GLG 103
GLG 104,A,2021,"Amoroso,Lee",6,9,3,0,0,0,0,0,1,0,0,0,19,3.167,3.0,3,0.7071067811865476,,Fall 2014,GLG 104
GLG 107,01,7413,"Sample,James Clifford",16,31,25,10,8,0,0,0,6,0,0,0,96,2.411,3.0,3,1.169792495230512,,Fall 2014,GLG 107
GLG 112,01,2026,"Brugger-Schorr,Carrie Rae",45,46,15,5,2,0,0,0,1,0,0,0,114,3.124,3,3,0.9270993875180176,,Fall 2014,GLG 112
GLG 112,02,2244,"Brugger-Schorr,Carrie Rae",35,43,20,7,4,0,0,0,2,0,0,0,111,2.899,3,3,1.0447838171606352,,Fall 2014,GLG 112
GLG 112,03,2374,"Joyal,Taylor Joseph",19,36,35,15,9,0,0,0,0,0,0,0,114,2.36,2.0,3,1.1454194500285249,,Fall 2014,GLG 112
GLG 112,04,2440,"Thompson,Lisa Anne",29,36,37,8,4,0,0,0,3,0,0,0,117,2.684,3.0,2,1.0417462320179587,,Fall 2014,GLG 112
GLG 112,05,4014,"Thompson,Lisa Anne",36,36,35,8,2,0,0,0,2,0,0,0,119,2.821,3,4,1.005291042223891,,Fall 2014,GLG 112
GLG 112,06,6303,"Thompson,Lisa Anne",21,46,23,12,8,0,0,0,3,0,0,0,113,2.545,3.0,3,1.1384551228407154,,Fall 2014,GLG 112
GLG 112,07,12842,"Joyal,Taylor Joseph",30,52,22,6,3,0,0,0,1,0,0,0,114,2.885,3,3,0.9519923880752533,,Fall 2014,GLG 112
GLG 112,08,14835,"Koehler,Peter Andrew",12,8,4,1,2,0,0,0,0,0,0,0,27,3,3,4,1.2089410496539776,,Fall 2014,GLG 112
GLG 112L,A,2027,"Cassidy,Colleen Elizabeth",17,8,2,0,1,0,0,0,0,0,0,0,28,3.429,4.0,4,0.9200874124564723,,Fall 2014,GLG 112L
GLG 112L,AA,12878,"Doupnik,Samantha Rae",18,3,1,0,0,0,0,0,0,0,0,0,22,3.773,4.0,4,0.5284134548067254,,Fall 2014,GLG 112L
GLG 112L,B,2028,"Hale,Joshua Dean",12,6,0,0,1,0,0,0,1,0,0,0,20,3.474,4,4,0.964274111134126,,Fall 2014,GLG 112L
GLG 112L,BB,12879,"Kim,Michaela Anne",7,11,1,0,0,0,0,0,0,0,0,0,19,3.316,3,3,0.5823927253578186,,Fall 2014,GLG 112L
GLG 112L,C,2029,"Cassidy,Colleen Elizabeth",20,6,0,1,0,0,0,0,1,0,0,0,28,3.667,4,4,0.6793662204867574,,Fall 2014,GLG 112L
GLG 112L,CC,12880,"Weeks,Sarah Ann",5,13,3,0,0,0,0,0,0,0,0,0,21,3.095,3,3,0.6248809410409238,,Fall 2014,GLG 112L
GLG 112L,D,2030,"Doupnik,Samantha Rae",12,5,3,0,1,0,0,0,1,0,0,0,22,3.286,4,4,1.0555973258234952,,Fall 2014,GLG 112L
GLG 112L,DD,12883,"Cassidy,Colleen Elizabeth",10,9,3,0,0,0,0,0,0,0,0,0,22,3.318,3.0,4,0.7162311170195086,,Fall 2014,GLG 112L
GLG 112L,E,2031,"Kim,Michaela Anne",8,17,1,0,1,0,0,0,1,0,0,0,28,3.148,3,3,0.8182393717706754,,Fall 2014,GLG 112L
GLG 112L,EE,12882,"Head,Eric Matthew",10,8,2,0,1,0,0,0,0,0,0,0,21,3.238,3,4,0.9952267030562385,,Fall 2014,GLG 112L
GLG 112L,F,2245,"Kim,Michaela Anne",8,14,1,0,0,0,0,0,2,0,0,0,25,3.304,3,3,0.5587959953568721,,Fall 2014,GLG 112L
GLG 112L,FF,15036,"Stephens,Samuel M",16,3,2,0,0,0,0,0,0,0,0,0,21,3.667,4,4,0.6582805886043833,,Fall 2014,GLG 112L
GLG 112L,G,2246,"Savage,Jessica A",14,6,4,0,2,0,0,0,0,0,0,0,26,3.154,4.0,4,1.189699380257305,,Fall 2014,GLG 112L
GLG 112L,GG,15037,"Steen,Douglas Patrick",17,7,1,1,0,0,0,0,0,0,0,0,26,3.538,4.0,4,0.7605665904189708,,Fall 2014,GLG 112L
GLG 112L,H,2247,"Stempniewicz,Victoria",5,8,4,1,0,0,0,0,2,0,0,0,20,2.944,3.0,3,0.8726040960806521,,Fall 2014,GLG 112L
GLG 112L,I,2251,"Doupnik,Samantha Rae",17,10,0,0,0,0,0,0,0,0,0,0,27,3.63,4,4,0.4921028776234113,,Fall 2014,GLG 112L
GLG 112L,J,2252,"Head,Eric Matthew",4,14,5,2,2,0,0,0,0,0,0,0,27,2.593,3,3,1.0834155129908256,,Fall 2014,GLG 112L
GLG 112L,K,2375,"Weeks,Sarah Ann",7,21,0,0,0,0,0,0,0,0,0,0,28,3.25,3.0,3,0.44095855184409843,,Fall 2014,GLG 112L
GLG 112L,L,2376,"Weeks,Sarah Ann",9,14,3,0,0,0,0,0,0,0,0,0,26,3.231,3.0,3,0.6516251872168421,,Fall 2014,GLG 112L
GLG 112L,M,2452,"Hale,Joshua Dean",14,9,1,1,1,0,0,0,1,0,0,0,27,3.308,4.0,4,1.0107118588096518,,Fall 2014,GLG 112L
GLG 112L,N,2453,"Stempniewicz,Victoria",7,11,3,0,0,0,0,0,0,0,0,0,21,3.19,3,3,0.6796357567879738,,Fall 2014,GLG 112L
GLG 112L,O,4017,"Hale,Joshua Dean",21,4,1,0,1,0,0,0,1,0,0,0,28,3.63,4,4,0.8835308600308087,,Fall 2014,GLG 112L
GLG 112L,P,4020,"Affinati,Suzanne Craddock",16,9,1,0,0,0,0,0,1,0,0,0,27,3.577,4.0,4,0.5777942140988899,,Fall 2014,GLG 112L
GLG 112L,Q,4047,"Affinati,Suzanne Craddock",10,9,1,0,0,0,0,0,0,0,0,0,20,3.45,3.5,4,0.6048053188292994,,Fall 2014,GLG 112L
GLG 112L,R,4050,"Stempniewicz,Victoria",10,14,4,0,0,0,0,0,0,0,0,0,28,3.214,3.0,3,0.686221153054517,,Fall 2014,GLG 112L
GLG 112L,S,4053,"Head,Eric Matthew",5,8,7,1,1,0,0,0,0,0,0,0,22,2.682,3.0,3,1.04135276655684,,Fall 2014,GLG 112L
GLG 112L,T,4089,"Savage,Jessica A",18,0,0,0,2,0,0,0,0,0,0,0,20,3.6,4.0,4,1.231174022502185,,Fall 2014,GLG 112L
GLG 112L,U,6729,"Savage,Jessica A",19,2,0,1,0,0,0,0,0,0,0,0,22,3.773,4.0,4,0.6853444168423419,,Fall 2014,GLG 112L
GLG 112L,V,8719,"Steen,Douglas Patrick",10,9,1,1,0,0,0,0,0,0,0,0,21,3.333,3,4,0.7958224257542215,,Fall 2014,GLG 112L
GLG 112L,W,8716,"Affinati,Suzanne Craddock",15,9,1,0,1,0,0,0,0,0,0,0,26,3.423,4.0,4,0.9021342216356466,,Fall 2014,GLG 112L
GLG 112L,X,12107,"Stephens,Samuel M",7,9,4,0,0,0,0,0,1,0,0,0,21,3.15,3.0,3,0.7451598203705946,,Fall 2014,GLG 112L
GLG 112L,Y,12108,"Steen,Douglas Patrick",15,11,0,1,0,0,0,0,0,0,0,0,27,3.481,4,4,0.7000203497245563,,Fall 2014,GLG 112L
GLG 112L,Z,12877,"Stephens,Samuel M",10,5,6,2,3,0,0,0,1,0,0,0,27,2.654,3.0,4,1.383974210520057,,Fall 2014,GLG 112L
GLG 112L,ZE,14837,"Koehler,Peter Andrew",13,8,0,0,3,0,0,0,0,0,0,0,24,3.167,4.0,4,1.307725096316589,,Fall 2014,GLG 112L
GLG 115,01,13034,"McKay,Nicholas P",7,11,11,6,3,0,0,0,2,0,0,0,40,2.342,2.0,3,1.1917807659236679,,Fall 2014,GLG 115
GLG 202,01,12172,"Elliott,David Kenneth",5,6,3,0,2,0,0,0,4,0,0,0,20,2.75,3.0,3,1.2909944487358056,,Fall 2014,GLG 202
GLG 225,01,2377,"Elliott,David Kenneth",12,11,4,1,1,0,0,0,3,0,0,0,32,3.103,3,4,1.0122403577569516,,Fall 2014,GLG 225
GLG 240,01,2032,"Duebendorfer,Ernest M",5,2,4,1,0,0,0,0,3,0,0,0,15,2.917,3.0,4,1.0836246694508318,,Fall 2014,GLG 240
GLG 240,02,6153,"Brumbaugh,David Scott",3,5,4,0,0,0,0,0,3,0,0,0,15,2.917,3.0,3,0.7929614610987591,,Fall 2014,GLG 240
GLG 309,01,2035,"Brugger-Schorr,Carrie Rae",15,18,10,0,0,0,0,0,2,0,0,0,45,3.116,3,3,0.7624928516630234,,Fall 2014,GLG 309
GLG 435,01,2039,"Duebendorfer,Ernest M",8,9,15,6,1,0,0,0,1,0,0,0,40,2.436,2,2,1.0710268509797354,,Fall 2014,GLG 435
GLG 451,01,1768,"Amoroso,Lee",7,10,4,2,0,0,0,0,1,0,0,0,24,2.957,3,3,0.928256472668725,,Fall 2014,GLG 451
GLG 470,01,2431,"Wittke,James Henry/Porter,Ryan",6,8,5,0,0,0,0,0,0,0,0,0,19,3.053,3,3,0.7798635358208024,,Fall 2014,GLG 470
GLG 470,02,8990,"Wittke,James Henry/Porter,Ryan",2,13,4,3,0,0,0,0,0,0,0,0,22,2.636,3.0,3,0.8477114595277798,,Fall 2014,GLG 470
GLG 101,001,3325,"Brumbaugh,David Scott",14,13,12,2,0,0,0,0,1,0,0,0,42,2.951,3,4,0.9206307487857203,,Spring 2015,GLG 101
GLG 102,001,1974,"Amoroso,Lee",22,18,8,1,0,0,0,0,1,0,0,0,50,3.245,3,4,0.8044307574536262,,Spring 2015,GLG 102
GLG 103,A,1975,"Brumbaugh,David Scott",14,6,0,0,0,0,0,0,1,0,0,0,21,3.7,4.0,4,0.47016234598162726,,Spring 2015,GLG 103
GLG 103,B,1976,"Brumbaugh,David Scott",17,2,1,0,0,0,0,0,0,0,0,0,20,3.8,4.0,4,0.5231483637805969,,Spring 2015,GLG 103
GLG 104,A,1977,"Amoroso,Lee",14,4,0,1,0,0,0,0,0,0,0,0,19,3.632,4,4,0.7608859102526822,,Spring 2015,GLG 104
GLG 104,B,3124,"Amoroso,Lee",11,5,2,1,1,0,0,0,0,0,0,0,20,3.2,4.0,4,1.1516578439248717,,Spring 2015,GLG 104
GLG 104,C,8590,"Amoroso,Lee",5,3,1,0,0,0,0,0,1,0,0,0,10,3.444,4,4,0.7264831572567789,,Spring 2015,GLG 104
GLG 112,001,1978,"Brugger-Schorr,Carrie Rae",33,30,19,15,6,0,0,0,3,0,0,0,106,2.67,3,4,1.2318354670704241,,Spring 2015,GLG 112
GLG 112,002,2111,"Brugger-Schorr,Carrie Rae",38,38,25,9,4,0,0,0,6,0,0,0,120,2.851,3.0,4,1.0827076525503854,,Spring 2015,GLG 112
GLG 112,003,2304,"Thompson,Lisa Anne",29,48,21,8,8,0,0,0,5,0,0,0,119,2.719,3.0,3,1.1328464574261994,,Spring 2015,GLG 112
GLG 112,004,2326,"Joyal,Taylor Joseph",29,50,23,7,5,0,0,0,5,0,0,0,119,2.798,3.0,3,1.0320511800559744,,Spring 2015,GLG 112
GLG 112,005,2342,"Wolkowinsky,Amy J",20,46,36,14,3,0,0,0,2,0,0,0,121,2.555,3,3,0.9889000822827988,,Spring 2015,GLG 112
GLG 112,006,2413,"Brugger-Schorr,Carrie Rae",31,39,28,9,8,0,0,0,3,0,0,0,118,2.661,3,3,1.1614189485562902,,Spring 2015,GLG 112
GLG 112,007,4993,"Thompson,Lisa Anne",16,47,29,9,12,0,0,0,6,0,0,0,119,2.407,3,3,1.1544724223458163,,Spring 2015,GLG 112
GLG 112,010,8172,"Koehler,Peter Andrew",15,4,2,0,2,0,0,0,3,0,0,0,26,3.304,4,4,1.2223220304997613,,Spring 2015,GLG 112
GLG 112L,A,1979,"SCHLIEDER,TYLER David",12,6,3,0,3,0,0,0,4,0,0,0,28,3,3.5,4,1.3513278493843524,,Spring 2015,GLG 112L
GLG 112L,AA,5049,"Savage,Jessica A",10,8,0,1,0,0,0,0,1,0,0,0,20,3.421,4,4,0.7685331969757723,,Spring 2015,GLG 112L
GLG 112L,BB,5050,"Kim,Michaela Anne",9,11,0,0,2,0,0,0,0,0,0,0,22,3.136,3.0,3,1.1252705302431796,,Spring 2015,GLG 112L
GLG 112L,C,1981,"Wagner,Karl D",18,7,1,0,1,0,0,0,1,0,0,0,28,3.519,4,4,0.8931521694094449,,Spring 2015,GLG 112L
GLG 112L,CC,5051,"Wagner,Karl D",24,4,0,0,0,0,0,0,1,0,0,0,29,3.857,4.0,4,0.3563483225498992,,Spring 2015,GLG 112L
GLG 112L,D,1982,"Kim,Michaela Anne",5,13,4,0,0,0,0,0,1,0,0,0,23,3.045,3.0,3,0.6529984122545218,,Spring 2015,GLG 112L
GLG 112L,DD,5052,"Head,Eric Matthew",11,10,1,0,0,0,0,0,0,0,0,0,22,3.455,3.5,4,0.5958006000151015,,Spring 2015,GLG 112L
GLG 112L,E,1983,"Winner,Kurt B",15,7,0,2,0,0,0,0,4,0,0,0,28,3.458,4.0,4,0.8836272412331319,,Spring 2015,GLG 112L
GLG 112L,EE,5053,"Affinati,Suzanne Craddock",11,8,1,0,0,0,0,0,1,0,0,0,21,3.5,4.0,4,0.6069769786668839,,Spring 2015,GLG 112L
GLG 112L,F,2112,"Winner,Kurt B",17,9,0,0,1,0,0,0,1,0,0,0,28,3.519,4,4,0.8489980687832692,,Spring 2015,GLG 112L
GLG 112L,FF,5054,"Tucker,Layne Ryan",13,11,1,0,2,0,0,0,1,0,0,0,28,3.222,3,4,1.086041978694737,,Spring 2015,GLG 112L
GLG 112L,G,2113,"Savage,Jessica A",16,5,2,0,1,0,0,0,1,0,0,0,25,3.458,4.0,4,0.9770927002733857,,Spring 2015,GLG 112L
GLG 112L,GG,5055,"Junghans,Katie",15,8,2,1,0,0,0,0,0,0,0,0,26,3.423,4.0,4,0.8086075400626399,,Spring 2015,GLG 112L
GLG 112L,HH,5056,"Tucker,Layne Ryan",5,3,1,1,1,0,0,0,2,0,0,0,13,2.909,3,4,1.3751033019046572,,Spring 2015,GLG 112L
GLG 112L,I,2174,"Winner,Kurt B",17,7,2,0,1,0,0,0,0,0,0,0,27,3.444,4,4,0.9336995618478525,,Spring 2015,GLG 112L
GLG 112L,J,2175,"Doupnik,Samantha Rae",11,7,2,1,0,0,0,0,1,0,0,0,22,3.333,4,4,0.8563488385776753,,Spring 2015,GLG 112L
GLG 112L,JJ,8173,"Koehler,Peter Andrew",15,2,2,2,2,0,0,0,2,0,0,0,25,3.13,4,4,1.3916748518532023,,Spring 2015,GLG 112L
GLG 112L,K,2306,"Wagner,Karl D",17,7,0,0,1,0,0,0,1,0,0,0,26,3.56,4,4,0.8698658900466593,,Spring 2015,GLG 112L
GLG 112L,KK,8463,"Tucker,Layne Ryan",10,11,5,2,0,0,0,0,0,0,0,0,28,3.036,3.0,3,0.9222413461394476,,Spring 2015,GLG 112L
GLG 112L,L,2307,"Junghans,Katie",20,4,1,0,1,0,0,0,2,0,0,0,28,3.615,4.0,4,0.8978607053178383,,Spring 2015,GLG 112L
GLG 112L,M,2317,"SCHLIEDER,TYLER David",17,2,3,0,0,0,0,0,0,0,0,0,22,3.636,4.0,4,0.7267314002700916,,Spring 2015,GLG 112L
GLG 112L,N,2360,"SCHLIEDER,TYLER David",22,3,1,0,1,0,0,0,1,0,0,0,28,3.667,4,4,0.8770580193070292,,Spring 2015,GLG 112L
GLG 112L,O,2415,"Junghans,Katie",19,3,0,0,0,0,0,0,0,0,0,0,22,3.864,4.0,4,0.35125008665710444,,Spring 2015,GLG 112L
GLG 112L,P,2435,"Affinati,Suzanne Craddock",13,13,1,1,0,0,0,0,0,0,0,0,28,3.357,3.0,4,0.731020885058378,,Spring 2015,GLG 112L
GLG 112L,Q,2436,"Affinati,Suzanne Craddock",14,13,1,0,0,0,0,0,0,0,0,0,28,3.464,3.5,4,0.5762035942360842,,Spring 2015,GLG 112L
GLG 112L,R,2437,"Kim,Michaela Anne",4,16,1,0,0,0,0,0,1,0,0,0,22,3.143,3,3,0.4780914437337575,,Spring 2015,GLG 112L
GLG 112L,S,2438,"Head,Eric Matthew",12,13,2,0,0,0,0,0,1,0,0,0,28,3.37,3,3,0.629294363562392,,Spring 2015,GLG 112L
GLG 112L,T,2439,"Savage,Jessica A",11,6,0,1,2,0,0,0,1,0,0,0,21,3.15,4.0,4,1.3088765773505315,,Spring 2015,GLG 112L
GLG 112L,U,3487,"Doupnik,Samantha Rae",15,8,1,0,1,0,0,0,2,0,0,0,27,3.44,4,4,0.916515138991168,,Spring 2015,GLG 112L
GLG 112L,V,3488,"Head,Eric Matthew",6,9,3,1,1,0,0,0,2,0,0,0,22,2.9,3.0,3,1.0711528467275955,,Spring 2015,GLG 112L
GLG 112L,W,3489,"Kane,Joel David",13,5,0,0,3,0,0,0,0,0,0,0,21,3.19,4,4,1.4006801069140526,,Spring 2015,GLG 112L
GLG 112L,X,3862,"Doupnik,Samantha Rae",13,8,4,1,0,0,0,0,1,0,0,0,27,3.269,3.5,4,0.8744228866031496,,Spring 2015,GLG 112L
GLG 112L,Y,5047,"Kane,Joel David",16,5,0,0,0,0,0,0,1,0,0,0,22,3.762,4,4,0.4364357804719847,,Spring 2015,GLG 112L
GLG 112L,Z,5048,"Kane,Joel David",10,8,2,0,2,0,0,0,0,0,0,0,22,3.091,3.0,4,1.191601200030203,,Spring 2015,GLG 112L
GLG 115,001,2416,"Elder,Diana Frances/Samuels-Crow,Kimberly E",2,7,5,3,3,0,0,0,1,0,0,0,21,2.1,2.0,3,1.2523661815266247,,Spring 2015,GLG 115
GLG 190,001,2422,"Wittke,James Henry",7,5,1,1,0,0,0,0,0,0,0,0,14,3.286,3.5,4,0.9138735334633754,,Spring 2015,GLG 190
GLG 190L,A,2423,"Wittke,James Henry",12,4,0,0,0,0,0,0,0,0,0,0,16,3.75,4.0,4,0.4472135954999579,,Spring 2015,GLG 190L
GLG 240,001,1984,"Brumbaugh,David Scott",4,5,4,0,0,0,0,0,2,0,0,0,15,3,3,3,0.816496580927726,,Spring 2015,GLG 240
GLG 240,002,4513,"Amoroso,Lee",4,3,3,2,1,0,0,0,0,0,0,0,13,2.538,3,4,1.3301243435223526,,Spring 2015,GLG 240
GLG 259,001,6569,"Joyal,Taylor Joseph",10,11,1,0,2,0,0,0,0,0,0,0,24,3.125,3.0,3,1.115600832462626,,Spring 2015,GLG 259
GLG 259L,A,6570,"Joyal,Taylor Joseph",10,7,4,1,1,0,0,0,0,0,0,0,23,3.043,3,4,1.1069310921135729,,Spring 2015,GLG 259L
GLG 265,001,3049,"Brumbaugh,David Scott",12,7,3,0,0,0,0,0,2,0,0,0,24,3.409,4.0,4,0.7341396590302414,,Spring 2015,GLG 265
GLG 304,001,2298,"Amoroso,Lee",1,6,3,1,0,0,0,0,1,0,0,0,12,2.636,3,3,0.8090398349558905,,Spring 2015,GLG 304
GLG 315,001,1987,"Reid,Mary",11,21,6,2,0,0,0,0,1,0,0,0,41,3.025,3.0,3,0.8002403485107555,,Spring 2015,GLG 315
GLG 324,001,1989,"Smith,Michael Elliot",30,8,6,1,1,0,0,0,1,0,0,0,47,3.413,4.0,4,0.9562911448001536,,Spring 2015,GLG 324
GLG 350W,001,2173,"Elliott,David Kenneth",16,4,2,0,0,0,0,0,0,0,0,0,22,3.636,4.0,4,0.657951694959769,,Spring 2015,GLG 350W
GLG 350W,002,3919,"Elliott,David Kenneth",11,5,3,1,0,0,0,0,1,0,0,0,21,3.3,4.0,4,0.9233805168766387,,Spring 2015,GLG 350W
GLG 360,001,2417,"Wittke,James Henry",5,14,5,1,2,0,0,0,0,0,0,0,27,2.704,3,3,1.0675210253672476,,Spring 2015,GLG 360
GLG 440C,001,2244,"Porter,Ryan/Thompson,Lisa Anne/Duebendorfer,Ernest M/Smith,Michael Elliot",10,6,4,0,0,0,0,0,0,0,0,0,20,3.3,3.5,4,0.8013147091860318,,Spring 2015,GLG 440C
GLG 440C,002,3938,"Duebendorfer,Ernest M/Amoroso,Lee",3,6,7,2,0,0,0,0,0,0,0,0,18,2.556,2.5,2,0.9217771979249536,,Spring 2015,GLG 440C
GLG 101,001,1922,"Brumbaugh,David Scott",11,12,9,3,0,0,0,0,4,0,0,0,39,2.886,3,3,0.9631879839558708,,Fall 2015,GLG 101
GLG 101,002,2957,"Brumbaugh,David Scott",9,15,13,0,1,0,0,0,2,0,0,0,40,2.816,3.0,3,0.8960955293516645,,Fall 2015,GLG 101
GLG 102,001,1923,"Amoroso,Lee",4,8,7,0,0,0,0,0,0,0,0,0,19,2.842,3,3,0.7647191129018726,,Fall 2015,GLG 102
GLG 103,A,1924,"Brumbaugh,David Scott",3,11,3,0,0,0,0,0,2,0,0,0,19,3,3,3,0.6123724356957945,,Fall 2015,GLG 103
GLG 103,B,1925,"Brumbaugh,David Scott",2,8,7,0,0,0,0,0,3,0,0,0,20,2.706,3,3,0.6859943405700354,,Fall 2015,GLG 103
GLG 103,C,2386,"Brumbaugh,David Scott",5,12,3,0,0,0,0,0,0,0,0,0,20,3.1,3.0,3,0.6407232755171874,,Fall 2015,GLG 103
GLG 103,D,3534,"Brumbaugh,David Scott",4,8,4,0,2,0,0,0,2,0,0,0,20,2.667,3.0,3,1.1881770515720091,,Fall 2015,GLG 103
GLG 104,A,1921,"Amoroso,Lee/Burr,Gregory Leroy Edward",6,10,3,0,0,0,0,0,0,0,0,0,19,3.158,3,3,0.6882472016116853,,Fall 2015,GLG 104
GLG 107,001,3341,"Amoroso,Lee",17,44,25,2,0,0,0,0,0,0,0,0,88,2.864,3.0,3,0.7455896098046793,,Fall 2015,GLG 107
GLG 112,001,1926,"Brugger-Schorr,Carrie Rae",47,37,21,9,3,0,0,0,5,0,0,0,122,2.991,3,4,1.062655477433501,,Fall 2015,GLG 112
GLG 112,002,2140,"Brugger-Schorr,Carrie Rae",41,42,18,8,8,0,0,0,4,0,0,0,121,2.855,3,3,1.1763836846597908,,Fall 2015,GLG 112
GLG 112,003,2267,"Thompson,Lisa Anne",29,38,32,9,9,0,0,0,3,0,0,0,120,2.59,3,3,1.168212945233505,,Fall 2015,GLG 112
GLG 112,004,2331,"Thompson,Lisa Anne",30,50,27,11,3,0,0,0,3,0,0,0,124,2.769,3,3,1.006316141333597,,Fall 2015,GLG 112
GLG 112,005,2387,"Thompson,Lisa Anne",29,44,33,7,4,0,0,0,5,0,0,0,122,2.744,3,3,1.0098979647490356,,Fall 2015,GLG 112
GLG 112,006,3006,"Samuels-Crow,Kimberly E",23,42,31,13,6,0,0,0,7,0,0,0,122,2.548,3,3,1.0941910274612285,,Fall 2015,GLG 112
GLG 112,007,5207,"Joyal,Taylor Joseph",24,43,39,7,8,0,0,0,1,0,0,0,122,2.562,3,3,1.079294229141364,,Fall 2015,GLG 112
GLG 112L,A,1927,"Field,Derek Matthew",19,5,1,1,0,0,0,0,2,0,0,0,28,3.615,4.0,4,0.7524319545007682,,Fall 2015,GLG 112L
GLG 112L,AA,5229,"Deford,Davis",12,7,2,0,0,0,0,0,0,0,0,0,21,3.476,4,4,0.6796357567879738,,Fall 2015,GLG 112L
GLG 112L,B,1928,"Vandervis,Tanya L",14,3,1,1,2,0,0,0,1,0,0,0,22,3.238,4,4,1.338086764928265,,Fall 2015,GLG 112L
GLG 112L,BB,5230,"Ellerbroek,Rebecca Anne",15,7,0,0,0,0,0,0,0,0,0,0,22,3.682,4.0,4,0.4767312946227962,,Fall 2015,GLG 112L
GLG 112L,C,1929,"Kish,Stacy W",20,5,3,0,0,0,0,0,0,0,0,0,28,3.607,4.0,4,0.6852566815265062,,Fall 2015,GLG 112L
GLG 112L,CC,5231,"Deford,Davis",15,6,1,0,0,0,0,0,0,0,0,0,22,3.636,4.0,4,0.5810872031479765,,Fall 2015,GLG 112L
